,Question,A,B,C,D,Answer,Subject
175,Ni shughuli hizo kahi ya zithurizazo zinyesazo khwa ukarakara fundhisho ra uhindi wa kazi m'bomu?,Blair walagiza vihi dazani zha bluu kumbola khwa Kyle lakini Kyle wahirika vihi dazani vithune.,Leslie wahaka rangi chumba kizima lakini washindwa kuhaka kaheri vifuniko zha umeme.,"Mkataba wamala mtindo wa nyere uhendeke khwa kuridhika khwa Toby lakini Toby kharidhikire na matokeo garigokamilishwa khwa nia mbidzo.
",Dakitari wa meno wakamilisha kung'ola dzino ra Lee khwa ustadi lakini wang'ola dzino ambaro soro.,B,professional_accounting
22,"Richa R ikale pehe yenye utambulisho wa kuzidisha. Ikikala U ni kikundi cha nyongeza cha R here viryahu u kahiza U khwa u zosi kahiza U na khwa zosi r kahiza R, bai U inasemekana kukala kielelezo karakara cha R. Ikikala R ina maadili mairi karakara, ni hiro kahi ya zithurizazo lazima rikale jeri?
I. R inabadhilika.
Ii. R ni pehe ya mgazho (yaani, vipengele zhosi isihokala kitambulisho zha nyongeza vina vinyume vinji).
Iii. R khaina mwisho.",I hakeye,II hakeye,III hakeye,I na II hakeye,B,college_mathematics
49,"Swali riri rinauyira uvoro uthuirizawo.
Hali ya mataifa ya kijeni si here irizhokala haho kapindi; madzavumbula meli, na kureha mabadhiliko mabomu kahiza sanaa ya kududula. Pia madzajenga majeshi gao kahiza hali ya ufanisi m'bomu na mana vifaa zha viha zha nguvu vibomu na zha ukarakara, khwa ufuti mana leseni ya kukala na nguvu za kutisha. Khwa vizho, ikikala fundaendherera kung'ang'ania mifumo yehu ya kapindi, mulunguni kunamanya thu ni balaa bomu inadima kuikumba Dola yehu.
—Idzahalwa kumbola khwa barua iriyondhikhwa na Lord Ii khwenda khwa Lord Tokugawa, 1847
Je! Japan yajibudze wasiwasi uriombozwa ni Lord Ii wakathi wa enzi ii?",Serikali yavunza mfumo wa utumishi wa umma wa mtindo wa Kichina.,Serikali yahala mpango wa ushindi kahiza Bahari ya Pasifiki.,Ntsi yahuma ajumbe kushoma demokrasia ya Mtserero wa Dzua na viwanda.,Ntsi yagaluka ndani na kufunga bandarize khwa ajeni osi.,C,high_school_world_history
298,"Kulingana na Carl Rogers, mtaalamu ni ""sawa"" wakathi mtaalamu:","ina uwezo wa ""kutafakari"" khwa ukarakara hisia za mteja.","nikuepuka kukala ""pembetahu ya kihemko"" na mteja.",nikuepuka kuhenda  maamuzi kuhusu thabia za mteja.,ni ya jeri na khaina uhehezi.,D,professional_psychology
58,"Mipinde y = (sin x + cos x) ^4 na y = (sin x - cos x)^4 nikukirana khwa x = 0. Ikikala a ni thamani thithe zaidhi chanya ya x ambaho mipinde ii inakatiza, manya eneo. kahi ya mikondo ii kumbola x = 0 hadhi x = a.",2,?,4,3?/2,C,college_mathematics
296,Ndika 11 • 11 • 11 • 11 • 11 • 11 • 11 • 11 ukihumira vielezi.,11 • 8,88^3,8^11,11^8,D,elementary_mathematics
16,"Khwa noni, kulingana na Gill, Leon Kass anafikiria azo ra kukala ""bora ukikala udzafa"" kharihalana?
","khwa sababu atu mariofa khamaho kaheri, na vizho khamadima kufaidhika khwa kutsagula kufa.","khwa sababu baadhi ya mambo (k.m., mateso ga muda mure) ni mai zaidhi kuriko kifo.",khwa sababu bado khakudzakala na maelezo ga kifalsafa ga kuridhisha ga khwa noni kifo ni kii.,"khwa sababu kifo, khwa ufafanuzi, khakihenzwa.",A,moral_disputes
71,Ni noni $$\frac{-\frac{18}{7}}{-\frac{6}{5}}?$$,\frac{7}{15},\frac{15}{7},\frac{15}{8},\frac{15}{11},B,high_school_mathematics
142,Kitsotsero cha kuanzisha mchakato wa contractile kahiza misuli ya mifupa ni:,kufunga potasiamu khwa myosin.,kumfunga kalsiamu khwa tropomyosin.,ATP inafunga khwenye madalaja ga msalaba ga myosin.,kufunga kalsiamu khwa troponin.,D,clinical_knowledge
146,"Je, ni kifaa hicho cha chuma kihumirwacho na polisi kuzima matairi ga ahalifu mauyirao maegesho?",klamp ya Brooklyn,Boot ya Denver,LoJack,Klabu,B,miscellaneous
117,"Je, kuna vikhwazo zhozhosi khwa mahumizi ga kifungu cha 103 cha Mkataba wa Umhwenga wa Mataifa?","Sozho, khakuna kikomo khwa kifungu cha 103","Ndozho, Kifungu cha 103 khakidima kupinga mikataba ya kimataifa","Ndozho, kifungu cha 103 cha Mkataba wa Umhwenga wa Mataifa khakidima kupinga kanuni za msingi","Ndozho, kesi ifikishwaho khwa ICJ, kifungu cha 103 nikukoma kukala na athari yoyosi",C,international_law
168,Ni hiyo kahi ya thabia zithurizazo za uguli wa ahumiri zihenzekanazo juhudi kidogo zaidhi?,Hali ya dzulu ya uguli wa kuhusika.,Hali mbisha ya uguli.,Uguli wa kawaidha.,Uguli wa msukumo.,C,marketing
509,"Ikikala pehe ina namba 925 iriyopinghwa ndaniye, kuna wadimi m'bomu kukala idzatengezwa na nyenzo hiyo?",platinamu,dhahabu,chuma,fedha,D,miscellaneous
968,"Mguli mmhwenga wahereza na kughwa khwenye eneo renye unyevunyevu khwenye dhuka ra eneo riro, akilolamkongo majeraha. Mguli iye adzamshthaki mhwenye maduka khwa uzembe. Kahiza kesi iyo, mhendi wa kazi wa nyumbani wa muguzi iye wamboza ushahidhi khwamba mguli iye wakala adzalala kitandani na khadimire kuhenda  kazi khwa mhwezi mmhwenga khwa sababu ya nyufa arizopata arihoghwa khwenye dzumba riro. Mrinzi wa nyumba pia washuhudia khwamba hehi wiki mhwenga baada ya mguli kuuya nyumbani kumbola hosipitalini, mguli wamhwambira, ""Mongo wangu unanilaga sana. Maumivu ni makali sana. Indakala muujiza ikikala nindaimira kaheri."" Wakili wa dhuka riro kisha wasongera mbere kugonga ushuhuda wa mrinzi wa nyumba. Mwendo unapaswa kukala","idzakubaliwa, khwa sababu ushuhuda wa mrinzi wa nyumba ni tetesi si ndani ya ubaguzi wowosi umanyikanao.","idzakubaliwa, khwa sababu ushuhuda wa mrinzi wa nyumba ungekala wa kudzimbozera.","kukahalwa, khwa sababu ushuhuda wa mrinzi wa nyumba undakubalika here kiingiriro cha kuasili.","idzakahalwa, khwa sababu taarifa ya shopper khwa mhendi wa kaziwe wa nyumbani indakubalika here tamko ra hali ya saa ii ya mwiri.",D,professional_law
130,"Ili kuhenda  maana ya mazingira ya nze, kifuti kimanyikanacho, PESTLE nikuhumirwa. PESTLE inawakilisha __________","Mazingira ga kisiasa, kiutsumi, mbadala, kiteknolojia, kisheria na kiikolojia.","Mazingira ga kisiasa, kiutsumi, kijamii, kiteknolojia, kisheria na kiikolojia.","Mazingira ga kisiasa, kiutsumi, kijamii, matibabu, kisheria na ikolojia.","Mazingira ga uguli, utsumi, kijamii, kiteknolojia, kisheria na kiikolojia.",B,marketing
443,Muundo wa kawaidha wa kuzeeka unafafanulwa here kuthima 2 ambaho majaribio mathithe ga Kiwango cha Ushauri cha Atu Azima cha Wechsler Iriyorekebishwa.,Majaribio gosi ga Maneno,Majaribio gosi ga Uhendi,Msamiati mthithe hakeye,Zulia jezo thithe ra Usanifu hakeye,B,professional_psychology
303,"Ni khwa hali hiyo kahi ya zizi mbiri ambaho mhusika mkulu (ahumiraye Mi/mimi/yangu) nikuhenda jambo rii kimaadili, kulingana na viwango zha kawaidha zha maadili ntsini Marekani kufikira 2020? Hali ya 1 | Nalola meli ya kapindi ya maharamia iliyosogera. Tukio ra 2 | Bustani ya malua ya anaache yakala mbidzo sana yabidhi nihale baadhi.","Kosa, Kosa","Kosa, Si Kosa","Si kosa, Kosa","Si Kosa, Si Kosa",C,moral_scenarios
139,Kanda na vitu vibomu zha angani anaastrofiziki pia manavuhirwa ni chembe thithe kumbola angani. Ni hiyo kahi ya chembe zizi iriyo na mngirirano dhaifu na chembe zingine?,µ Muons,Antiparticles,? Neutrinos,? Pions,C,astronomy
560,"Je, ni chati hiyo kahi ya zithurizazo inahumika kahiza utengezi wa hali ya dzulu ili kurekodi data ya matokeo khwa mchakato wa uzalishi wa mapema?",Chati ya R,Chati ya kuchimbira,Chati ya miraba ya X,Chati ya Pareto,B,miscellaneous
145,Je! dzina rani ra bodhisattva kuko Japani rimanyikanaro khwa kudzimbozera kuhunguza mateso?,Amaterasu,Izanami,Kannon,Guanyin,C,world_religions
1,Je! ni neno hiro ra aina ya 'uthawala wa chala cha gumba' cha upendheleo kahiza kuhenda  maamuzi?,Framing bias,Hindsight bias,Upendeleo wa kudziamini kukira kiasi,Heuristics,D,management
145,"Wellman anakubali khwamba kuna maadili mangine kanda na uhuru wa kujumuika, here viryahu",maadili ga usawa kuhusu uusi wa usawa uhendao atu kukala kahiza hathari ya kukandamizwa.,maadili ga uhuru kuhusu haki za mali za atu binafsi na uhuru wa kutsembera.,zosi A na B,khakuna kitu; khakuna maadili zaidhi ya uhuru wa kujumuika,C,moral_disputes
123,"Swali riri rinauyira uvoro uthuirizawo.
Wanighwira, akinihirika khwenye Nyumba ya Kiza...
khwenye nyumba masongira aryahu mangirao khamambola.
Ningirani bila kuuya,
Nyumbani makalaho, hendani hasiho nuru;
Hatu hariho na uchafu kinwadzi chao, chakurya chao ni cha ulongo...
Ambaho mhwanga khaudima kuonekana. Manaishi kizani,
Na dzulu ya mrayango na bolt, kuna vumbi.
kumbola khwa Kompyuta Kibao VII, Epic ya Gilgamesh, Sumeria, ca. 2100 B.C.E.
Ujeri ni mudzo na thamaniye ni ya kudumu.
Khadzawahi kubujwa hangu siku ya Muumbiwe.
Na mhwenye kuasi hukumuze anaadhibiwa.
Ni here ngira mbere ya hatha iye asiyemanya chochosi.
Makosa bado khagadzareha ubiawe bandarini...
Aryahu ambao miungu inaalongoza khamadima kudzingamiza enye.
Aryahu ambao madzakahaza kukira khamandadima kuvuka muho wa uzima.
kumbola The Maxims of Ptahhotep, Egypt, ca. 2400 B.C.E
Maandhishi haho dzulu ganaeleweka tototo kahiza muktadha wa hiro kahi ya gathuago?",Mahumizi ga dini kuhalalisha mahusiano ga kijinsia,Mahumizi ga dini kutekeleza kanuni za kisheria,Mahumizi ga dini kufikiria dhana za maisha ga baada ga kifo,"Mahumizi ga dini kuelezera ulongozi wa kijamii
",C,high_school_world_history
181,"Omega 3 inaonekana kuhunguza hathari ya
",Baadhi ya saratani,Ukongo wa moyo na mishipa,Arthritis,Kukosa utsinzizi,B,human_aging
58,Ni mfumo hio pia unamanyikana here mfumo wa kudhibiti kiotomatiki?,"Vugula mfumo wa kudhibiti mzunguko
",Mfumo wa udhibiti mzunguko wakufunghwa,Ama A au B,Khakuna A wala B,B,electrical_engineering
353,Pato ra Taifa nikupima kiwango cha ntsi cha uzalishi wa I.. II. kuimarika. III. mapato.,I hakeye,II hakeye.,III hakeye.,I na III.,D,high_school_macroeconomics
8,Mchakato wa kutafsiri unahenza kukalaho khwa:,"mRNA, tRNA na ribosomes.","mRNA, ribosomes na RNA polymerase.","DNA, mRNA na RNA polymerase.","chromatin, DNA na amino acids.",A,college_medicine
424,"Ingawa Andy wamala kuhunguza kilasi ili kufika khwenye kifuguo cha Yankee, wakudza kilasini kuhala chemsha bongo na kuhakisha khwa ajili ya mtihani. Kulingana na Freud, thabia ii inathibitisha nguvu",egocentricity,super id,id,superego,D,high_school_psychology
15,"Ray na Dorothy manadima kugita na osi airi manadima kuvuha magugu khwenye bustani Jumamosi mtsana. Khwa kila saa ya kugita, Ray anadima kuvuha magugu 50 na Dorothy anadima kuvuha magugu 100. Kulingana na uvoro uu,","Ray nikuvuha magugu, khwa kukala ana faidha kamili kahiza kugita.","Dorothy nikuvuha magugu, khwa kukala ana faidha kamili kahiza kugita.","Dorothy anagita, khwa kukala ana faidha ya kulinganisha kahiza kugita.","Ray anagita, khwa kukala ana faidha ya kulinganisha kahiza kugita.",D,high_school_microeconomics
429,"Khwa mifumo yosi ya hisi isihokala kunusa, ngira za hisi za afferent ni hamhwenga na",cerebellum,thalamus,kiini cha caudate,colliculus ya tsini,B,professional_psychology
105,Khwa kujibu madai khwamba uhalali wa kimajadiliano khaudzakamilika:,Gauthier anapanula ufafanuzi wa uhalalishi wa kimajadiliano.,Gauthier ananena khwamba uhalalishi wa kimakusudhi khwa ufafanuzi nikuzingatira mambo gosi muhimu.,Gauthier anadai khwamba uhalalishi wa kimakusudhi nikuhenda kazi.,Gauthier ananena kukala nadharia zosi za kuthalwa haki khazidzakamilika khwa ukarakara.,C,philosophy
178,FDR irihobeba majimbo khwenye utsaguzi wa rais wa 1932 khabebere majimbo mangahi?,mahandahu,mafungahe,manane,kumi,A,miscellaneous
467,"Baada ya kugundua khwamba wakala kahiza hatua za kapindi za tatizo ra uryadzi, azhazi a Maria mamsisitiza Maria kuonana na mtaalamu. Idzahokala Maria wahudhuria vipindi zha matibabu, wachelewa, khashirikianire, na hatha kutsukirira. Baada ya muda, mshauriwe waanza kuchunguza hisia za uhasama za Maria na kugundua khwamba ni jeri zakala hisia arizoghwirira khwa azhazie. Kutsokala na ushirikiano khwa Maria na chuki dhidi ya mshauriwe ni mfano wa",kukandamiza,nia zikinzanazo,uhamisho,kinyume na uhamisho,C,high_school_psychology
307,"Ni khwa hali hiyo kahi ya zizi mbiri ambaho mhusika mkulu (ahumiraye Mi/mimi/yangu) nikuhenda jambo rii kimaadili, kulingana na viwango zha kawaidha zha maadili ntsini Marekani kufikira 2020? Hali ya 1 | Namala pesa, khwa vizho nareha bundhuki yangu khwenye dhuka ra pawn. Tukio ra 2 | Naika kamera ndani ya bafu za dhuka ili kulola ateja.","Kosa, Kosa","Kosa, Si Kosa","Si kosa, Kosa","Si Kosa, Si Kosa",C,moral_scenarios
111,Pimp inadima kuelezwa tototo here,...msahaba wa kilume-mkulu wa kahaba,...gigolo ahendaye kazi na mtu atsemberaye mitaani,"...kahaba wa kilume mhwenye mazoera
",...kusindikiza khwa kahaba wa kiche,A,human_sexuality
222,"Kampuni nikuunda uvorowe wa maguzo, uvoro wa utangazi na mandhari ga ukuzi ili kuathiri jinsi sekta fulani ya soko ihalirayo bidhaa au huduma ikilinganishwa na ushindani. Kampuni inadzishughulisha kimsingi",mgazhiko,"ubinafsishi wa unji
",ulengi wakulimbikiza,nafasi,D,marketing
179,___________ nikumbolera wakathi muundo na maudhui ga tovuti gaboreshwaho ili kungeza uorodheshiwe kahiza kurasa za matokeo ga injini tafuti za kikaboni khwa kuhumira maneno muhimu au vifungu zha kutafuta.,Kujumulisha kurifwa.,Uboreshi wa injini ya utafuti.,Utafuti wa mazingira.,Riha khwa kila hosho.,B,marketing
57,Ni Guru hiye ariyevala panga mbiri ziashiriazo mamlaka ga kidhunia na kiroho?,Guru Nanak,Guru Arjan,Guru Hargobind,Guru Ram Das,C,world_religions
159,Ushindi wa unji wa urais nikumbolera wakathi,"mgonbea areshinda nikupata tsini ya asilimia 50 ya kura za anatsi
",agombera nikuhokera idadi sawa ya kura za utsaguzi na kura maarufu nikuamua mshindi,Seneti inamtangaza mshindi rasmi,"mgombea areshinda nikupata zaidhi ya 50% ya kura za anatsi
",A,high_school_government_and_politics
30,Mitandao ya Neural:,"Boresha uhendi wa kazi wa lengo ra convex
",Inadima thu kufundishwa na kuthima khwa gradient ya stochastic,Inadima kuhumira mtsanganyiko wa vihendi tofauti zha kudimisha,Khakuna kahi ya zirizo haho dzulu,C,machine_learning
1386,"Mnamo tharehe 10 Agosti, dhuka ra reja reja rahuma lagizo rithuaro ra uguli khwa muguzi wa jumla wa vifaa zha ofisi: ""Tafadhali safirisha mara mhwenga jozi 24 (dazani mbiri) 3 1/2-inch, mikasi ya mkono wa kurya khwa beiyo ya saa ii ya $4 khwa kila jozi. ""Muguzi wa jumla wahokera lagizo riri ra uguli haho Agosti 12. Siku iriyothua, muguzi wa jumla wathibitisha kukala khwakala na jozi 18 thu za 3 1/2-inch, mkasi wa mkono wa kurya kahiza hisa. Mhendi wa biashara wa jumla, hatha vizho, wagundua kukala wakala na jozi tandahu za mkasi wa 3 1/2-inch, wa kumotso kahiza hisa. Bila kumanya dhuka ra vifaa zha kudhikira, muguzi wa jumla wasafirisha jozi 18 za mkasi wa mkono wa kurya, hamhwenga na jozi tandahu za mkasi wa kumotso, hadhi khwenye dhuka ra vifaa. Dhuka ra vifaa zha kudhikira ramanya kukala bei ya jumla ya mkasi wa mkono wa kumotso yakala $3 khwa kila jozi, au $1 tsini ya bei ya orodha ya mkasi wa mkono wa kurya. Je, kandharasi idimayo kuhendeka yaunda wakathi muguzi wa jumla wasafirisha jozi 24 za mkasi khwenye dhuka ra vifaa zha kundhikira?","Ndozho, khwa sababu usafirishi wa muguzi wa jumla wajumulisha ubomu wa ofa, bila kukala na arifa ya msimu kumbola khwa muguzi jumla khwenye dhuka ra vifaa khwamba usafirishi wahendwa khwa ajili ya malazi hakeye.","Ndozho, khwa sababu muguzi wa jumla wahenda khwa nia mbidzo kahiza kuhenda  usafirishi khwa kutegemea mbozero ra dhuka ra vifaa.","Sozho, khwa sababu muguzi wa jumla angedimadze kukubali ofa ya dhuka ra vifaa zha kudhikira thu khwa ahadi ya haraka ya kusafirisha bidhaa zirizolagizwa.","Sozho, khwa sababu kukubalika khwa uhendi wa kazi wa ofa khwa usafirishi wa haraka au wa haraka ni lazima kisheria, isihokala here bidhaa zisizolingana khazidima kuguzwa kaheri ihenzekanazho.
",A,professional_law
137,"Je, ni wastani hio wa kuenea Dhuniani kosi khwa caries isiyotibiwa ya meno?",20%,40%,60%,80%,B,nutrition
158,"Swali riri rinauyira uvoro uthuirizawo.
Uwe ni Marekani,
uwe ndiye mvamizi wa siku zidzazo
ya asili ya Amerika ambayo ina damu ya Kihindhi,
ambayo ichere inasali khwa Yesu Kristo na uchere inasumurira Kihispania.
. . .
uwe ni Alexander-
Unafikiri maisha ni moho,
khwamba maendherero ni mlipuko,
khwamba hohosi risasi
unapiga siku zidzazo.
Sozho.
. . .
Lakini Amerika yehu, ambayo idzakala na ashairi
hangu wakathi wa kapindi wa Nezzahualcoyotl,
. . .
ambao mashauriana na nyota, ambao mamanya Atlantis
ambaye dzinare ridzo rinafudzira kumbola khwa Plato,
khwamba hangu nyakathi za kure za maishage
adzaishi khwenye mhwanga, moho, dzulu ya manukato, dzulu ya uhenzo,
Amerika ya Montezuma bomu, ya Inca,
Amerika yenye harufu mbidzo ya Christopher Columbus,
Amerika ya Kikatholiki, Amerika ya Uhispania,
Amerika ambayo mtukufu Cuauhté waamba:
""""Si khwenye kitanda cha waridi"""", Amerika iyo
ithethemekayo khwa vimbunga na kuishi khwa uhenzo,
inaishi, nwi atu a matso ga Saxon na roho ya kishenzi.
Na inamboza. Na inahenza, na inathethemeka, na ni mhoho wa kiche wa manya.
Kukala makini. Viva Spanish America!
Kuna ahoho elfu mhwenga mariorichirwa kumbola khwa simba wa Uhispania.
Roosevelt, mtu angelazimika kukala, kukirira khwa Mulungu mhwenye,
mpiga bundhuki mwoga na mhwinzi hodari,
kuimirira kufunyakua kahiza kombeze za chuma.
Na, kala unategemea kila kitu, unakosa kitu kimhwenga: Mulungu!
-Idzahalwa kumbola """"To Roosevelt"""" na Ruben Dario, 1904
Ni matukio gago ambago nikhwenda gamsukuma mshairi kutunga kipande kiki?""
",Ugunduzi wa Telegraph ya Zimmerman,Vikwazo zha Cuba baada ya mapinduzi ga Castro,Ushiriki wa Marekani kahiza uhuru wa Panama,Ushiriki wa Marekani kahiza Mapinduzi ga Haiti,C,high_school_world_history
44,"Ni hicho kahi ya vitu vithuirizazho zha mulunguni ambacho hakidzawahi kukala na kiya cha anga kirichotua dzuluze?
",Zuhura,Mirihi,Mhwezi,Jupiter,D,miscellaneous
258,"Kuuza ""swali ra muujiza"" ni ungiriri wa kapindi kahiza aina hiyo ya tiba?",transtheoretical,baina ya utu,"REBT
",suluhisho-umakini,D,professional_psychology
28,Kahiza mizazigo here viryahu soka mkusanyiko wa lactate ya damu:,mara chache nikungezeka zaidhi ya 3 mM.,kawaidha nikukala tsini mwishoni mhwa mzazigo kuriko mwisho wa kipindi cha khwanza.,kawaidha nikukala dzulu mwishoni mhwa mzazigo kuriko mwisho wa kipindi cha khwanza.,nikungezeka kahiza muda wosi wa mzazigo kadri azazigi mazidhizho kutsoka.,B,clinical_knowledge
137,"Je! ni molekuli hiyo ya molekuli mhwenga ya cholesterol (C27H46O, molekuli ya molekuli = 386)?",6.41 × 10^-22 g,1.5 × 10^-21 g,1.38 × 10^-21 g,3 × 10^-23 g,A,high_school_chemistry
39,Weber waamba khwamba 'roho ya ubepari' inadima kuthuwiwa hadhi:,harakati khwenda unji wa kidini,makundi ya Kiprotestanti yenye msukumo ambayo yalifufua maazo ya kidini,harakati mbisha za kidini ambazo zakahala aina za kapindi za kazi,Calvinists ambao madzihusisha  na mazoera ga kudzilasha ili kupata ishara za wokovu,D,sociology
756,"Je, ni kahiza hali hiyo kahi ya zizi mbiri ambazo mhusika mkulu (ahumiraye Mi/mimi/yangu) jambo rii kimaadili khwa wazi, kulingana na viwango zha kawaidha zha maadili ntsini Marekani kufikira 2020? Mfano wa 1 | Nahuma voyo khwa bengi khwa sababu napata mazoera ga kukizisha bili bandia. Tukio ra 2 |. Namfundisha khuro wangu m'bomu kughwirana mikono na atu.","Kosa, Kosa","Kosa, Si Kosa","Si kosa, Kosa","Si Kosa, Si Kosa",B,moral_scenarios
115,Ni hiyo kahi ya zhama vithuirizazho zha Amerika Kaskazini Si Karakara?,Southeast—African Americans,Oklahoma na the Southwest—Native Americans,Quebec na northern Maine—French Americans na French Canadians,Southern prairie provinces—African Americans,D,high_school_geography
98,Ni thamani hiyo ya $N$ inathosheza $\frac{4^{(3^3)}}{(4^3)^3} = 2^N$?,9,27,36,34,C,high_school_mathematics
13,"Swali riri rinauyira uvoro uthuirizawo.
Usiku wa rero, mhoho wa kiche wa mhwanamuche ambaye lengore kulu rakala mustakabali wa ahohoe ananena na chama chehu kikomu zaidhi cha kisiasa kuhusu mustakabali wehu hosi. Usiku wa rero, mhoho wa kiche wa Aamerika mahendao  kazi anaambira Amarekani osi khwamba wakathi udzao unadima kufikirwa ni siswi, ikikala fu thayari kuufikira. Usiku wa rero, mhoho wa kiche wa mhami kumbola Indarira adzatsagulwa kugombera (makamu) wa rais kahiza ntsi mbisha ambayo baba wahenza.… Aamerika manamala kuishi khwa kanuni sawa. Lakini tsini ya uthawala uu, sheria zidzaiyirwa dhidi ya atu ehu anji. Si karakara khwamba kila mhwaka sehemu ya kodi irifwayo ni raia mmhwenga mmhwenga inapanda, kuno sehemu irifwayo ni makampuni mabomu ikizidhi kukala thithe na thithe.… Si karakara khwamba manausa atsanga mahojio here mandareha ahoho urumhwenguni. ya vichwa 50,000 zha nyuklia. Gago si maono ambago Amarekani madzahangaika nago khwa zaidhi ya karne mbiri… Usiku wa rero, funauja ndoso yehu. Fundahenda  sheria za maisha ga Marekani zihende kazi khwa Aamerika osi kaheri.… Suala si kiryahu ambacho Marekani inadima kuhenda  khwa ajili ya anaache, lakini kiryahu ambacho anaache manadima kuhenda  khwa ajili ya Marekani.
-Geraldine Ferraro, Hotuba ya Kukubali Utsaguli wa Makamu wa Rais, Julai 19, 1984
Maazo garigombozwa kahiza kifungu haho dzulu gangeimarisha mhwenga khwa mhwenga lipi kahi ya gathuago kahiza miaka ya 1980?""
",Upinzani khwa uthawala wa kujenga silaha,Juhudi za kuusa udhibiti wa viwanda vinji,Juhudi za kurekebisha mfumo ya ustawi,Msaada khwa sera za viha peho za uthawala,A,high_school_us_history
